,bbl.bbl,bbl.bblBoroughCode,bbl.bblBoroughCodeIn,bbl.bblTaxBlock,bbl.bblTaxBlockIn,bbl.bblTaxLot,bbl.bblTaxLotIn,bbl.buildingIdentificationNumber,bbl.businessImprovementDistrict,bbl.condominiumBillingBbl,bbl.condominiumFlag,bbl.continuousParityIndicator,bbl.cooperativeIdNumber,bbl.cornerCode,bbl.dcpCommercialStudyArea,bbl.dofCondominiumIdentificationNumber,bbl.firstBoroughName,bbl.geosupportFunctionCode,bbl.geosupportReturnCode,bbl.gi5DigitStreetCode1,bbl.gi5DigitStreetCode10,bbl.gi5DigitStreetCode11,bbl.gi5DigitStreetCode12,bbl.gi5DigitStreetCode13,bbl.gi5DigitStreetCode14,bbl.gi5DigitStreetCode2,bbl.gi5DigitStreetCode3,bbl.gi5DigitStreetCode4,bbl.gi5DigitStreetCode5,bbl.gi5DigitStreetCode6,bbl.gi5DigitStreetCode7,bbl.gi5DigitStreetCode8,bbl.gi5DigitStreetCode9,bbl.giBoroughCode1,bbl.giBoroughCode10,bbl.giBoroughCode11,bbl.giBoroughCode12,bbl.giBoroughCode13,bbl.giBoroughCode14,bbl.giBoroughCode2,bbl.giBoroughCode3,bbl.giBoroughCode4,bbl.giBoroughCode5,bbl.giBoroughCode6,bbl.giBoroughCode7,bbl.giBoroughCode8,bbl.giBoroughCode9,bbl.giBuildingIdentificationNumber1,bbl.giBuildingIdentificationNumber10,bbl.giBuildingIdentificationNumber11,bbl.giBuildingIdentificationNumber12,bbl.giBuildingIdentificationNumber13,bbl.giBuildingIdentificationNumber14,bbl.giBuildingIdentificationNumber2,bbl.giBuildingIdentificationNumber3,bbl.giBuildingIdentificationNumber4,bbl.giBuildingIdentificationNumber5,bbl.giBuildingIdentificationNumber6,bbl.giBuildingIdentificationNumber7,bbl.giBuildingIdentificationNumber8,bbl.giBuildingIdentificationNumber9,bbl.giDcpPreferredLgc1,bbl.giDcpPreferredLgc10,bbl.giDcpPreferredLgc11,bbl.giDcpPreferredLgc12,bbl.giDcpPreferredLgc13,bbl.giDcpPreferredLgc14,bbl.giDcpPreferredLgc2,bbl.giDcpPreferredLgc3,bbl.giDcpPreferredLgc4,bbl.giDcpPreferredLgc5,bbl.giDcpPreferredLgc6,bbl.giDcpPreferredLgc7,bbl.giDcpPreferredLgc8,bbl.giDcpPreferredLgc9,bbl.giGeographicIdentifier1,bbl.giGeographicIdentifier10,bbl.giGeographicIdentifier14,bbl.giGeographicIdentifier2,bbl.giGeographicIdentifier3,bbl.giGeographicIdentifier4,bbl.giGeographicIdentifier5,bbl.giGeographicIdentifier6,bbl.giGeographicIdentifier7,bbl.giGeographicIdentifier8,bbl.giGeographicIdentifier9,bbl.giHighHouseNumber1,bbl.giHighHouseNumber10,bbl.giHighHouseNumber11,bbl.giHighHouseNumber12,bbl.giHighHouseNumber13,bbl.giHighHouseNumber14,bbl.giHighHouseNumber2,bbl.giHighHouseNumber3,bbl.giHighHouseNumber4,bbl.giHighHouseNumber5,bbl.giHighHouseNumber6,bbl.giHighHouseNumber7,bbl.giHighHouseNumber8,bbl.giHighHouseNumber9,bbl.giLowHouseNumber1,bbl.giLowHouseNumber10,bbl.giLowHouseNumber11,bbl.giLowHouseNumber12,bbl.giLowHouseNumber13,bbl.giLowHouseNumber14,bbl.giLowHouseNumber2,bbl.giLowHouseNumber3,bbl.giLowHouseNumber4,bbl.giLowHouseNumber5,bbl.giLowHouseNumber6,bbl.giLowHouseNumber7,bbl.giLowHouseNumber8,bbl.giLowHouseNumber9,bbl.giSideOfStreetIndicator1,bbl.giSideOfStreetIndicator10,bbl.giSideOfStreetIndicator11,bbl.giSideOfStreetIndicator12,bbl.giSideOfStreetIndicator13,bbl.giSideOfStreetIndicator14,bbl.giSideOfStreetIndicator2,bbl.giSideOfStreetIndicator3,bbl.giSideOfStreetIndicator4,bbl.giSideOfStreetIndicator5,bbl.giSideOfStreetIndicator6,bbl.giSideOfStreetIndicator7,bbl.giSideOfStreetIndicator8,bbl.giSideOfStreetIndicator9,bbl.giStreetCode1,bbl.giStreetCode10,bbl.giStreetCode11,bbl.giStreetCode12,bbl.giStreetCode13,bbl.giStreetCode14,bbl.giStreetCode2,bbl.giStreetCode3,bbl.giStreetCode4,bbl.giStreetCode5,bbl.giStreetCode6,bbl.giStreetCode7,bbl.giStreetCode8,bbl.giStreetCode9,bbl.giStreetName1,bbl.giStreetName10,bbl.giStreetName11,bbl.giStreetName12,bbl.giStreetName13,bbl.giStreetName14,bbl.giStreetName2,bbl.giStreetName3,bbl.giStreetName4,bbl.giStreetName5,bbl.giStreetName6,bbl.giStreetName7,bbl.giStreetName8,bbl.giStreetName9,bbl.highBblOfThisBuildingsCondominiumUnits,bbl.internalLabelXCoordinate,bbl.internalLabelYCoordinate,bbl.irregularlyShapedLotFlag,bbl.latitudeInternalLabel,bbl.longitudeInternalLabel,bbl.lowBblOfThisBuildingsCondominiumUnits,bbl.lowHouseNumberOfDefiningAddressRange,bbl.message,bbl.modeSwitchIn,bbl.numberOfEntriesInListOfGeographicIdentifiers,bbl.numberOfExistingStructuresOnLot,bbl.numberOfStreetFrontagesOfLot,bbl.returnCode1a,bbl.rpadBuildingClassificationCode,bbl.rpadSelfCheckCodeForBbl,bbl.sanbornBoroughCode,bbl.sanbornPageNumber,bbl.sanbornPageNumberSuffix,bbl.sanbornVolumeNumber,bbl.sanbornVolumeNumberSuffix,bbl.selfCheckCodeOfBillingBbl,bbl.taxMapNumberSectionAndVolume,bbl.vacantLotFlag,bbl.workAreaFormatIndicatorIn
0,4034290042,4,4,03429,3429,0042,42,4081867,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081867,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1719,,,,,,,,,,,,,,1719,,,,,,,,,,,,,,L,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4034290042,1007985,0196470,,40.705909652256956,-73.91439325935666,4034290042,001719000AA,,X,0001,0001,01,00,C1,0,4,050,,03,,,41802,,C
0,4034290052,4,4,03429,3429,0052,52,4081872,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081872,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1709,,,,,,,,,,,,,,1709,,,,,,,,,,,,,,L,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4034290052,1007909,0196371,,40.70563812425775,-73.91466772171589,4034290052,001709000AA,,X,0001,0001,01,00,C2,9,4,050,,03,,,41802,,C
0,4034290054,4,4,03429,3429,0054,54,4081873,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081873,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1707,,,,,,,,,,,,,,1707,,,,,,,,,,,,,,L,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4034290054,1007893,0196351,,40.70558327176325,-73.91472550002355,4034290054,001707000AA,,X,0001,0001,01,00,C2,5,4,050,,03,,,41802,,C
0,4034290060,4,4,03429,3429,0060,60,4081876,,0000000000,,,,NW,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081876,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1701,,,,,,,,,,,,,,1701,,,,,,,,,,,,,,L,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4034290060,1007846,0196291,,40.70541871143677,-73.9148952276326,4034290060,001701000AA,,X,0001,0001,01,00,C2,2,4,050,,03,,,41802,,C
0,4034290044,4,4,03429,3429,0044,44,4081868,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081868,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1717,,,,,,,,,,,,,,1717,,,,,,,,,,,,,,L,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4034290044,1007970,0196450,,40.70585479722151,-73.91444743135848,4034290044,001717000AA,,X,0001,0001,01,00,C2,6,4,050,,03,,,41802,,C
0,4034280041,4,4,03428,3428,0041,41,4081824,,0000000000,,,0000,,,,QUEENS,BL,00,63890,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081824,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1717,,,,,,,,,,,,,,1717,,,,,,,,,,,,,,L,,,,,,,,,,,,,,46389001,,,,,,,,,,,,,,STANHOPE STREET,,,,,,,,,,,,,,4034280041,1007764,0196610,,40.706294509108794,-73.91518986665352,4034280041,001717000AA,,X,0001,0001,01,00,C2,4,4,050,,03,,,41802,,C
0,4034280047,4,4,03428,3428,0047,47,4081827,,0000000000,,,0000,,,,QUEENS,BL,00,63890,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081827,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1711,,,,,,,,,,,,,,1711,,,,,,,,,,,,,,L,,,,,,,,,,,,,,46389001,,,,,,,,,,,,,,STANHOPE STREET,,,,,,,,,,,,,,4034280047,1007718,0196550,,40.70612994546063,-73.91535598814515,4034280047,001711000AA,,X,0001,0001,01,00,C2,1,4,050,,03,,,41802,,C
0,4034320004,4,4,03432,3432,0004,4,4081929,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081929,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1706,,,,,,,,,,,,,,1706,,,,,,,,,,,,,,R,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4034320004,1008002,0196235,,40.705264587327,-73.91433277318308,4034320004,001706000AA,,X,0001,0001,01,00,C2,4,4,005,,03,,,41802,,C
0,4034320008,4,4,03432,3432,0008,8,4081931,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081931,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1710,,,,,,,,,,,,,,1710,,,,,,,,,,,,,,R,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4034320008,1008032,0196275,,40.7053742972725,-73.91422442986084,4034320008,001710000AA,,X,0001,0001,01,00,C2,5,4,005,,03,,,41802,,C
0,4034320010,4,4,03432,3432,0010,10,4081932,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081932,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1712,,,,,,,,,,,,,,1712,,,,,,,,,,,,,,R,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4034320010,1008048,0196295,,40.70542914951699,-73.91416665132198,4034320010,001712000AA,,X,0001,0001,01,00,C2,1,4,005,,03,,,41802,,C
0,4034320016,4,4,03432,3432,0016,16,4081935,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081935,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1718,,,,,,,,,,,,,,1718,,,,,,,,,,,,,,R,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4034320016,1008094,0196354,,40.70559096670067,-73.91400053218169,4034320016,001718000AA,,X,0001,0001,01,00,C2,8,4,005,,03,,,41802,,C
0,4034320018,4,4,03432,3432,0018,18,4081936,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081936,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1720,,,,,,,,,,,,,,1720,,,,,,,,,,,,,,R,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4034320018,1008109,0196374,,40.705645821527675,-73.91394636002653,4034320018,001720000AA,,X,0001,0001,01,00,C2,4,4,005,,03,,,41802,,C
0,4034320024,4,4,03432,3432,0024,24,4081939,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081939,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1726,,,,,,,,,,,,,,1726,,,,,,,,,,,,,,R,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4034320024,1008155,0196433,,40.70580763838889,-73.91378023981154,4034320024,001726000AA,,X,0001,0001,01,00,C2,2,4,005,,03,,,41802,,C
0,4034320026,4,4,03432,3432,0026,26,4081940,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081940,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1728,,,,,,,,,,,,,,1728,,,,,,,,,,,,,,R,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4034320026,1008171,0196453,,40.705862490407306,-73.91372246053162,4034320026,001728000AA,,X,0001,0001,01,00,C1,7,4,005,,03,,,41802,,C
0,4034320020,4,4,03432,3432,0020,20,4081937,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081937,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1722,,,,,,,,,,,,,,1722,,,,,,,,,,,,,,R,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4034320020,1008125,0196394,,40.705700673630645,-73.91388858102353,4034320020,001722000AA,,X,0001,0001,01,00,C2,0,4,005,,03,,,41802,,C
0,4034320001,4,4,03432,3432,0001,1,4521658,,0000000000,,,,CR,,,QUEENS,BL,00,49790,,,,,,49790,,,,,,,,4,,,,,,4,,,,,,,,4521658,,,,,,4081927,,,,,,,,01,,,,,,01,,,,,,,,B,,,,,,,,,,,,,,,,,1702,,,,,,,,,,,,,,1702,,,,,,,,,,,,,,R,,,,,,,,44979001,,,,,,44979001,,,,,,,,HIMROD STREET,,,,,,HIMROD STREET,,,,,,,,4034320001,1007970,0196195,,40.70515488263953,-73.91444832960704,4034320001,999009536AA,,X,0002,0002,01,00,C2,0,4,005,,03,,,41802,,C
0,4034320002,4,4,03432,3432,0002,2,4081928,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081928,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1704,,,,,,,,,,,,,,1704,,,,,,,,,,,,,,R,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4034320002,1007986,0196216,,40.705212479761144,-73.91439054791772,4034320002,001704000AA,,X,0001,0001,01,00,C2,8,4,005,,03,,,41802,,C
0,4034320006,4,4,03432,3432,0006,6,4081930,,0000000000,,,0000,,,,QUEENS,BL,00,49790,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4081930,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1708,,,,,,,,,,,,,,1708,,,,,,,,,,,,,,R,,,,,,,,,,,,,,44979001,,,,,,,,,,,,,,HIMROD STREET,,,,,,,,,,,,,,4034320006,1008017,0196255,,40.70531944231271,-73.91427860156652,4034320006,001708000AA,,X,0001,0001,01,00,C2,9,4,005,,03,,,41802,,C
0,4034380016,4,4,03438,3438,0016,16,4082107,,0000000000,,,0000,,,,QUEENS,BL,00,55490,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4082107,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1814,,,,,,,,,,,,,,1812,,,,,,,,,,,,,,R,,,,,,,,,,,,,,45549001,,,,,,,,,,,,,,MENAHAN STREET,,,,,,,,,,,,,,4034380016,1009171,0196045,,40.70473986718198,-73.91011720320803,4034380016,001812000AA,,X,0001,0001,01,00,C1,5,4,051,,03,,,41802,,C
0,4034410040,4,4,03441,3441,0040,40,4082224,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4082224,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1731,,,,,,,,,,,,,,1731,,,,,,,,,,,,,,L,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4034410040,1009234,0195533,,40.70333437064141,-73.90989188026293,4034410040,001731000AA,,X,0001,0001,01,00,C1,9,4,052,,03,,,41802,,C
0,4034410048,4,4,03441,3441,0048,48,4082228,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4082228,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1723,,,,,,,,,,,,,,1723,,,,,,,,,,,,,,L,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4034410048,1009171,0195451,,40.70310947766699,-73.9101194014373,4034410048,001723000AA,,X,0001,0001,01,00,C2,2,4,052,,03,,,41802,,C
0,4034410054,4,4,03441,3441,0054,54,4082231,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4082231,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1717,,,,,,,,,,,,,,1717,,,,,,,,,,,,,,L,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4034410054,1009124,0195390,,40.70294217931592,-73.91028913781155,4034410054,001717000AA,,X,0001,0001,01,00,C2,0,4,052,,03,,,41802,,C
0,4034520021,4,4,03452,3452,0021,21,4082466,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4082466,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1722,,,,,,,,,,,,,,1722,,,,,,,,,,,,,,R,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4034520021,1009373,0195456,,40.70312263028519,-73.90939084588712,4034520021,001722000AA,,X,0001,0001,01,00,C2,6,4,052,,03,,,41803,,C
0,4034520012,4,4,03452,3452,0012,12,4082460,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4082460,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1710,,,,,,,,,,,,,,1710,,,,,,,,,,,,,,R,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4034520012,1009272,0195325,,40.70276335240021,-73.90975560115417,4034520012,001710000AA,,X,0001,0001,01,00,C2,5,4,052,,03,,,41803,,C
0,4034520018,4,4,03452,3452,0018,18,4082464,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4082464,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1718,,,,,,,,,,,,,,1718,,,,,,,,,,,,,,R,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4034520018,1009340,0195412,,40.703001954308974,-73.90951002824652,4034520018,001718000AA,,X,0001,0001,01,00,C2,2,4,052,,03,,,41803,,C
0,4034540016,4,4,03454,3454,0016,16,4082522,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4082522,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1814,,,,,,,,,,,,,,1814,,,,,,,,,,,,,,R,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4034540016,1009590,0195736,,40.703890545337096,-73.90860715595747,4034540016,001814000AA,,X,0001,0001,01,00,C2,2,4,053,,03,,,41803,,C
0,4034770025,4,4,03477,3477,0025,25,4083219,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4083219,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1920,,,,,,,,,,,,,,1920,,,,,,,,,,,,,,R,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4034770025,1010219,0196547,,40.706114724498015,-73.90633543894874,4034770025,001920000AA,,X,0001,0001,01,00,C2,4,4,053,,03,,,41803,,C
0,4034770029,4,4,03477,3477,0029,29,4083221,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4083221,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1924,,,,,,,,,,,,,,1924,,,,,,,,,,,,,,R,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4034770029,1010249,0196586,,40.70622168214093,-73.90622708494449,4034770029,001924000AA,,X,0001,0001,01,00,C2,6,4,053,,03,,,41803,,C
0,4034770035,4,4,03477,3477,0035,35,4083224,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4083224,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1930,,,,,,,,,,,,,,1930,,,,,,,,,,,,,,R,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4034770035,1010295,0196646,,40.70638623261158,-73.90606094068906,4034770035,001930000AA,,X,0001,0001,01,00,C2,3,4,053,,03,,,41803,,C
0,4034770017,4,4,03477,3477,0017,17,4083215,,0000000000,,,0000,,,,QUEENS,BL,00,54090,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4083215,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1912,,,,,,,,,,,,,,1912,,,,,,,,,,,,,,R,,,,,,,,,,,,,,45409001,,,,,,,,,,,,,,LINDEN STREET,,,,,,,,,,,,,,4034770017,1010158,0196468,,40.705898067067075,-73.90655575653086,4034770017,001912000AA,,X,0001,0001,01,00,C2,1,4,053,,03,,,41803,,C
0,4035400037,4,4,03540,3540,0037,37,4085364,,0000000000,,,,SE,42018,,QUEENS,BL,00,68490,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4085364,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1044,,,,,,,,,,,,,,1044,,,,,,,,,,,,,,R,,,,,,,,,,,,,,46849001,,,,,,,,,,,,,,WYCKOFF AVENUE,,,,,,,,,,,,,,4035400037,1011009,0192498,,40.6949988193769,-73.90350216997798,4035400037,001044000AA,,X,0001,0001,01,00,C1,4,4,062,,03,,,41805,,C
0,4035500007,4,4,03550,3550,0007,7,4085595,,0000000000,,,0000,,42018,,QUEENS,BL,00,68490,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4085595,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,959,,,,,,,,,,,,,,959,,,,,,,,,,,,,,L,,,,,,,,,,,,,,46849001,,,,,,,,,,,,,,WYCKOFF AVENUE,,,,,,,,,,,,,,4035500007,1010414,0193125,,40.696721566849796,-73.9056454112228,4035500007,000959000AA,,X,0001,0001,01,00,C2,6,4,060,,03,,,41805,,C
0,4035520002,4,4,03552,3552,0002,2,4085632,,0000000000,,,0000,,42018,,QUEENS,BL,00,68490,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4085632,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1017,,,,,,,,,,,,,,1017,,,,,,,,,,,,,,L,,,,,,,,,,,,,,46849001,,,,,,,,,,,,,,WYCKOFF AVENUE,,,,,,,,,,,,,,4035520002,1010885,0192783,,40.695781451834755,-73.90394820925671,4035520002,001017000AA,,X,0001,0001,01,00,C2,3,4,060,,03,,,41805,,C
0,4035520003,4,4,03552,3552,0003,3,4085633,,0000000000,,,0000,,42018,,QUEENS,BL,00,68490,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4085633,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1015,,,,,,,,,,,,,,1015,,,,,,,,,,,,,,L,,,,,,,,,,,,,,46849001,,,,,,,,,,,,,,WYCKOFF AVENUE,,,,,,,,,,,,,,4035520003,1010869,0192795,,40.69581443716902,-73.90400586138033,4035520003,001015000AA,,X,0001,0001,01,00,C2,1,4,060,,03,,,41805,,C
0,4035640033,4,4,03564,3564,0033,33,4085952,,0000000000,,,0000,,,,QUEENS,BL,00,64390,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4085952,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1737,,,,,,,,,,,,,,1737,,,,,,,,,,,,,,L,,,,,,,,,,,,,,46439001,,,,,,,,,,,,,,STEPHEN STREET,,,,,,,,,,,,,,4035640033,1011654,0193851,,40.69871051358201,-73.90117067960715,4035640033,001737000AA,,X,0001,0001,01,00,C2,3,4,066,,03,,,41806,,C
0,4035640036,4,4,03564,3564,0036,36,4085954,,0000000000,,,0000,,,,QUEENS,BL,00,64390,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4085954,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1733,,,,,,,,,,,,,,1733,,,,,,,,,,,,,,L,,,,,,,,,,,,,,46439001,,,,,,,,,,,,,,STEPHEN STREET,,,,,,,,,,,,,,4035640036,1011620,0193806,,40.69858710437723,-73.90129347939494,4035640036,001733000AA,,X,0001,0001,01,00,C2,6,4,066,,03,,,41806,,C
0,4035480017,4,4,03548,3548,0017,17,4085521,,0000000000,,,0000,,,,QUEENS,BL,00,51490,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4085521,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1618,,,,,,,,,,,,,,1618,,,,,,,,,,,,,,R,,,,,,,,,,,,,,45149001,,,,,,,,,,,,,,JEFFERSON AVENUE,,,,,,,,,,,,,,4035480017,1010066,0193560,,40.69791656195709,-73.90689872680207,4035480017,001618000AA,,X,0001,0001,01,00,C1,9,4,060,,03,,,41805,,C
0,4035500010,4,4,03550,3550,0010,10,4085597,,0000000000,,,0000,,42018,,QUEENS,BL,00,68490,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4085597,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,953,,,,,,,,,,,,,,953,,,,,,,,,,,,,,L,,,,,,,,,,,,,,46849001,,,,,,,,,,,,,,WYCKOFF AVENUE,,,,,,,,,,,,,,4035500010,1010373,0193155,,40.69680403094763,-73.90579315204735,4035500010,000953000AA,,X,0001,0001,01,00,C2,0,4,060,,03,,,41805,,C
